pca_x,pca_y,pca_z
-0.13469195,-0.69871444,-0.6893108
0.6331379,-0.77001446,0.1721933
-0.11151876,-0.38357088,0.9163428
1.0126725,-0.12522306,0.06237763
0.82959974,0.22004409,-0.54552436
0.3159581,0.9574787,0.07622388
0.75538975,0.094377875,-0.67023826
-0.30849427,0.23402272,0.91949195
1.0175604,-0.09436796,0.03069315
0.6342706,0.79506844,-0.017475879
0.5588365,0.3559104,-0.7629957
0.70402616,0.24799342,0.6946214
0.41942728,-0.4354167,0.8102844
-0.4575412,-0.17553794,0.8628898
0.5376067,-0.5964583,-0.6073631
0.5971645,-0.78547806,0.22025302
-0.6671334,-0.046421845,0.7265243
0.66275823,0.29953894,0.71371883
0.6023353,0.28201795,0.77047145
1.0080211,0.123037644,-0.118658856
-0.10850719,-0.9581084,-0.23408648
0.58215314,-0.5867641,0.5857162
-0.5983694,-0.2105041,-0.7493468
-0.47877896,-0.010984479,0.86938727
0.62635595,0.5525056,0.5831514
0.85709786,0.5160119,-0.20023306
0.7070715,-0.5407136,-0.48025608
-0.6435653,-0.05500976,0.7476935
-0.948312,-0.056744494,-0.22646455
0.68678445,0.45399216,-0.5928586
0.38214737,0.14724882,-0.91776174
0.8894541,0.45347795,-0.21227165
-0.6197355,0.76215464,0.116548546
-0.8933323,0.17374583,-0.35890758
-0.6738486,0.671443,-0.2590688
0.9524217,0.0315014,0.37181225
-0.89635473,0.3733552,-0.1330116
0.5743454,0.7957598,-0.25844344
0.36959404,0.93237215,-0.1300455
0.16920963,0.16583517,-0.9715227
0.54149204,0.8168627,0.2696961
0.34429008,-0.81274444,-0.4745125
0.7817848,-0.6465865,-0.017295001
0.16038097,0.9945144,0.01835083
-0.39798212,0.44987547,0.7945009
0.4931704,0.8835173,0.07784216
0.3818991,-0.8644649,-0.3370428
0.57957554,0.8180533,0.17019334
0.47598106,0.88835794,0.11723576
-0.82483584,0.5343774,0.024327924
0.84252316,-0.19451568,-0.5327754
0.04085798,-0.9864313,-0.1315108
0.988549,0.19596718,-0.1701625
0.91895664,0.42908028,0.13192159
-0.92208654,-0.13875629,-0.2902794
0.9043745,-0.24426001,-0.396956
0.9012784,-0.26303652,0.40043038
0.5215253,-0.7246224,-0.4648319
0.92155695,-0.26536134,0.35016364
-0.51064676,0.8493986,-0.026929246
-0.94745743,0.18886568,-0.15222906
0.346888,0.8857937,-0.3385534
0.10832783,0.96152043,-0.27142918
0.8580799,-0.4876445,0.25019467
0.52162087,-0.35319433,-0.7852112
0.6691013,-0.5615636,0.5164953
0.80878425,0.62142134,0.037987348
-0.93981993,0.23034257,-0.1447619
0.80057734,0.54461,0.32516044
0.9443886,-0.34618598,0.17142718
0.38881785,0.39506993,-0.84010506
0.6410696,-0.4835428,0.6207383
0.75478774,-0.275379,-0.616921
0.8479956,-0.22801276,-0.510503
0.6873574,-0.25415954,0.7055411
0.84496593,-0.40145668,0.40376133
-0.48656663,0.8407973,-0.19699901
0.6409579,-0.24830464,-0.74000424
-0.16097084,-0.7882741,-0.577281
0.96105367,0.046324525,-0.33889356
-0.16015175,-0.2645066,0.95010483
0.29798093,0.7691506,0.58662456
0.5882939,0.4666328,0.68723047
-0.9334194,-0.23678209,-0.1619365
0.8238871,-0.5159747,-0.29176375
0.4281141,0.48365533,-0.77390826
-0.07843701,0.29271117,0.95648044
-0.21121855,0.92661357,-0.30263826
0.012683648,-0.4959023,-0.8615603
-0.6394444,-0.2746132,0.69993025
-0.49104533,-0.38907275,0.7668785
-0.9447391,0.1977216,0.16701388
0.79856896,0.62141806,0.13510847
0.9650317,0.30186749,0.15766698
0.61565226,0.77203876,-0.2381
-0.59573793,-0.19693409,-0.75522965
0.29105726,0.96712166,-0.021338616
0.38918942,-0.6582743,-0.6490339
0.9394599,-0.389085,0.07556084
0.28941718,0.9526138,-0.1666975
0.66581756,0.75611514,0.14931542
0.9036704,0.39844385,0.26617002
0.4889436,0.7460097,-0.4775759
0.5119954,-0.3317937,-0.80048054
-0.8306437,-0.51456374,0.05582537
0.63619995,-0.6431722,-0.4480578
-0.21127227,-0.0129412,0.9764668
-0.74615246,0.30615067,-0.5591161
0.7318914,0.042454146,-0.6996542
0.9471495,0.10421447,-0.3637209
0.49427202,0.04089979,-0.8767078
0.8956842,0.27409416,0.4107629
0.8094036,-0.071838796,0.61711985
-0.8010601,0.4222113,0.3871545
-0.34297314,0.5383007,0.7665512
0.34984282,0.91108644,0.26980835
0.31831878,0.9483168,0.1498394
0.32343256,0.9478156,0.14242174
0.8585998,0.46124476,0.30841625
0.1407124,0.97120124,0.2299018
0.21445565,0.96909654,0.18352519
-0.7840205,-0.58037674,-0.08189484
0.45873967,-0.46606943,-0.7629735
-0.17445944,0.17782834,0.96923625
-0.116833545,-0.93000287,0.3328929
-0.019468572,-0.3336241,0.9446777
-0.31123197,0.89202034,0.32075468
0.7817836,0.61280674,0.2354895
0.37207323,-0.8997153,0.25149032
0.2877066,-0.9179653,0.28644767
0.8611304,0.39176556,0.3876499
0.8490642,-0.0020066395,-0.55881566
0.6576832,0.705475,-0.31964037
0.6615736,-0.5817789,0.5030341
0.43445823,0.898228,-0.17194751
0.98206186,-0.27071384,-0.060593907
0.011040037,0.9948929,0.13946083
0.6720828,-0.19350281,-0.7300049
0.8225664,-0.14207542,-0.57780504
0.4613462,-0.82295966,-0.34715012
0.5401414,0.7767881,0.37225023
0.4462229,0.9086509,0.054621022
-0.7930486,0.5817147,0.033217836
-0.19244826,0.40273815,-0.88711953
0.07492313,0.45962155,-0.8843191
-0.84900576,0.34454393,-0.34791958
-0.92225206,0.2860845,0.17001702
-0.274846,-0.9442654,-0.1050551
0.6579885,0.2413875,-0.7305962
0.5237438,0.5295635,-0.68331724
0.6802437,-0.74921405,0.018805103
-0.61169237,-0.50751305,0.58377135
-0.7439011,-0.5309833,0.35917565
-0.012184893,0.4471013,0.9002425
0.93355435,0.16620831,-0.3753492
-0.74286735,0.6423337,-0.07617285
-0.007120154,0.31401274,-0.9459135
-0.7476039,0.61301225,0.19355027
0.24045403,0.9782156,0.06574019
-0.52442384,-0.5079864,-0.65766686
0.84247583,0.46769702,0.3408202
-0.4016475,-0.8587137,0.2789391
0.8954995,0.16035149,-0.4581435
-0.0044034235,0.9946121,-0.13051578
0.6128794,-0.760646,-0.254251
0.57155657,-0.7709489,-0.3088075
0.65464133,-0.71241564,-0.2910876
0.4907353,-0.8497105,-0.22358342
0.60176826,0.6557458,-0.48566425
0.8479145,-0.30703598,0.47589347
-0.46497637,0.103869125,-0.8628783
-0.67154974,-0.6942705,-0.16928157
0.98855686,-0.21780261,-0.12978913
0.65250367,-0.14967851,-0.75704265
0.7670174,0.059186205,-0.6612409
0.62544626,-0.17822129,-0.7724826
-0.6580658,0.52060103,-0.51495177
0.57841396,-0.38950187,-0.7279467
-0.30880514,0.9322062,0.17387642
-0.24532086,0.89276636,0.3764735
-0.3226601,0.90014917,0.28335395
-0.9066564,0.027626427,-0.3638677
0.6968419,0.15078662,0.7283502
-0.8561201,0.48026702,-0.024622232
0.09524053,-0.5046191,0.8622518
0.1660701,-0.4701572,0.87302154
-0.91721064,0.321546,-0.12083249
-0.8139632,-0.54029965,-0.054582987
0.008187446,-0.4639848,0.88793975
-0.8750378,-0.43505463,-0.028180152
-0.749764,-0.44041318,-0.44901437
-0.92824155,-0.30123764,-0.043875344
-0.9020283,0.35226783,0.1578332
0.67267126,-0.53704995,0.538017
-0.50903624,0.8221255,-0.21483326
-0.50164706,0.26490718,0.81493306
-0.57344437,-0.44734526,0.6682438
-0.8661233,-0.41729167,0.18404338
-0.9157587,-0.33573493,0.06486925
-0.3596135,-0.91264117,0.11980453
0.9241197,-0.28293875,0.32867867
-0.80917495,0.2586541,-0.48864403
0.5840344,-0.5875915,-0.5742749
-0.18267539,-0.9580755,0.18316464
0.10298564,-0.33732182,0.9408617
-0.96555084,-0.0728511,-0.12712361
-0.9635365,-0.15594798,-0.03529745
-0.9696482,-0.112311624,-0.03495339
-0.9702885,0.06189498,0.10684461
-0.7196948,-0.38494185,-0.5409278
0.2733803,-0.7831022,0.5678315
-0.61734766,-0.11339931,0.76362455
-0.72605973,-0.6467294,-0.12067326
-0.64739186,-0.48163,0.56557083
0.5518689,0.26158398,0.8129508
-0.5667522,0.8114705,0.030052202
0.29694736,-0.05782561,0.96407187
0.9572873,0.34551594,0.105044626
-0.23252462,0.9708499,0.020826848
0.8907074,0.472437,0.1698301
0.7772602,0.5359293,0.38900748
0.6999559,0.660322,0.33729687
-0.54115176,0.82086223,-0.11781628
-0.36492148,0.41362825,0.83022493
0.098183446,0.9820447,-0.19051613
-0.42765436,0.6566151,0.6137965
0.6374337,0.499369,-0.6095509
-0.94356304,0.1713467,-0.19115314
0.13927563,-0.73412293,0.6687809
0.9423265,0.16222292,-0.3553622
0.48080477,0.87770736,0.16889058
-0.5232784,0.8102815,-0.22352278
0.80744094,0.0619376,-0.61282134
-0.8552436,-0.17768447,-0.43837008
-0.16385005,0.24417187,0.95704484
-0.10183445,-0.93392664,0.32770243
0.77576995,-0.22912055,0.61968493
-0.122252956,-0.49599782,0.858114
-0.0301166,-0.08129758,0.9993302
-0.1541608,-0.9723689,-0.11870784
0.8918595,-0.0012263074,0.49901676
-0.9569572,-0.16623117,0.10980547
-0.6393572,-0.5602008,-0.4886842
-0.37498486,0.9172638,-0.08488731
-0.23006053,-0.8683873,0.42247784
-0.5733986,0.7374015,-0.3225505
-0.3874363,0.8790557,-0.25296032
-0.8400104,-0.47397608,-0.16001111
-0.9041324,0.32364556,-0.19248255
0.63513315,-0.16919215,-0.7669546
0.022289665,-0.6283055,0.77900624
-0.61590385,0.76531076,-0.10827509
-0.3100272,-0.7900284,-0.5041023
-0.894643,-0.3718553,-0.12595892
0.61694276,0.22781213,-0.7682184
-0.31068838,-0.86631477,0.36652023
0.11894522,-0.4915059,0.8675815
0.13121802,-0.91480446,-0.37482753
0.08668153,-0.9936472,0.023471892
-0.36382556,-0.01303146,0.9264798
-0.6474118,0.72229564,-0.18292914
0.82042325,0.44865716,-0.40321532
0.6188798,0.80517197,0.05897212
-0.021737954,-0.9927388,0.06981171
0.707408,-0.7163431,0.11482399
-0.88097876,0.063016534,-0.41960204
-0.87492275,0.09767027,-0.4261871
-0.3881312,-0.07790268,0.91237205
-0.9100993,0.24143949,-0.2666019
0.65592706,0.5276061,-0.56576884
0.45402867,-0.13567065,-0.8869421
0.50263226,0.86189514,0.18868636
-0.9224554,-0.32153603,-0.017809207
0.8743297,0.28298795,-0.43954986
-0.97307616,-0.067997,-0.051182043
0.7617995,-0.060227867,-0.66620266
0.5945744,-0.07345247,-0.8123239
-0.64719987,-0.19033837,-0.7120758
-0.42978814,-0.30334863,-0.83265847
-0.83438885,-0.4313381,-0.27065378
0.004904151,0.2595197,-0.9622818
-0.711058,-0.5012765,-0.44955313
-0.014502339,0.43378022,-0.89783394
-0.009066622,0.028481808,1.0035865
0.875673,-0.029445963,0.5253795
0.5505662,0.68018377,0.51856685
-0.32079148,-0.2661169,0.90379786
0.97630906,0.2790003,0.12771171
-0.78980553,0.5783639,-0.09546752
0.7146495,0.59673715,0.41684073
0.714288,0.39989036,-0.5999062
-0.2178982,0.5594831,0.8004162
-0.28811648,0.49003428,0.82123965
-0.8051963,0.49951446,-0.25840637
-0.25039268,-0.86412203,0.418549
-0.13567984,-0.9802471,-0.072442815
0.33389404,-0.35192785,-0.87676114
0.318972,-0.19195463,-0.9303917
-0.9108609,0.3576641,-0.053436138
-0.9270687,0.3111532,-0.05511006
-0.9082891,0.36025292,-0.07499732
-0.9635696,0.032717995,0.16661347
-0.34114474,-0.3459258,-0.8587608
0.8850762,-0.26249203,0.43490544
0.32177332,0.3277443,-0.8933117
0.011484563,-0.4785284,0.8801283
0.3904687,0.71488833,-0.59528923
-0.5746357,0.6230778,-0.50551695
-0.13318284,0.971544,0.20384319
-0.2708413,0.38238713,0.8822916
-0.19536911,-0.8524436,0.47204775
-0.8562685,-0.35832858,-0.30531505
-0.8872306,-0.39683458,0.10988435
-0.7375044,0.54190934,-0.35998842
0.86992335,0.32814544,0.4255117
1.008038,-0.123488456,0.11824171
-0.8695059,-0.38817722,-0.21908557
0.8852801,0.4616645,0.220574
0.7495841,-0.48631912,-0.47644824
0.93644464,-0.036923807,0.40875888
-0.26732183,-0.8960054,0.3293672
0.60846716,-0.1669627,-0.7878774
-0.52990246,0.8369277,-0.027143791
-0.7952421,0.2899956,-0.49474344
0.23871994,-0.95022476,0.21074061
0.68608344,0.62820953,-0.4085697
0.8761735,0.5170163,0.097377464
-0.7583348,-0.36699468,-0.49774942
-0.6674835,-0.25926262,-0.66953576
0.74542797,-0.60814494,0.32515517
-0.69304883,0.64299864,-0.27747026
0.4050497,-0.7370669,-0.547421
-0.6961747,0.6169357,-0.32360777
0.74997896,0.68106276,0.11807673
-0.7524691,0.63019806,0.08828266
-0.8807939,-0.3462362,-0.24222322
-0.67981976,0.70611525,-0.11213766
-0.9656304,0.08634419,0.13207749
1.0142273,-0.110893644,-0.057120286
-0.8114613,0.46062014,-0.3049172
0.45062777,0.46787515,-0.771416
-0.9364104,-0.14389364,-0.23657148
-0.84702003,0.4285014,0.2561253
0.88778216,-0.49300617,0.072316445
-0.405446,0.45274177,0.7888485
-0.8780882,-0.063295774,-0.4244552
-0.46385416,-0.18293026,0.8577405
-0.8867123,-0.38177896,-0.15026648
-0.7803393,-0.5711028,-0.15093766
-0.2871301,-0.9222313,0.21845508
-0.8617902,-0.4499724,0.11091399
-0.8699615,-0.3949282,-0.20485978
-0.9381066,-0.26913965,-0.040792383
0.7425878,0.28552812,0.6389575
-0.9467096,-0.20526712,-0.12313688
-0.83787805,-0.42310545,-0.27266145
-0.5197301,-0.04566099,0.84296906
-0.6248279,0.76520514,0.041476727
0.45596316,0.023505062,-0.8967028
0.8633488,0.22957788,0.49693412
-0.64022934,0.56771606,-0.48835513
0.12570561,-0.41082278,0.9083933
-0.47793946,0.4882385,0.7219731
-0.48142254,0.56332695,0.66248155
0.27383485,0.05086088,-0.9624514
0.043040123,0.4273026,-0.9014304
-0.84001064,-0.27834344,-0.4149189
-0.8547462,-0.46026233,-0.11522742
0.8267365,-0.5904722,-0.005170503
0.61809766,-0.7730242,-0.19962728
0.645298,-0.7459934,-0.2187247
0.51506114,-0.81446356,-0.29151693
0.28510264,-0.14709264,0.9574456
0.12982638,-0.66871715,0.7363881
0.61265343,-0.039773937,-0.8019044
-0.93448263,0.29337198,0.0062666833
-0.87873465,-0.42772627,-0.02375514
-0.5410928,0.7496236,-0.35098585
0.80475116,0.61601466,0.12312769
-0.71756095,0.3762478,0.56424314
0.5287968,-0.8514169,-0.10508087
0.98240805,0.1415017,-0.24101448
0.58282745,-0.76832396,0.30381823
0.18944252,0.9803825,-0.13397276
0.32878697,0.9501326,-0.102501504
0.9192049,0.2766262,-0.34510824
0.31753814,0.8190479,0.5034038
-0.9230589,0.32278153,-0.057785597
0.5722581,-0.692782,0.46523985
0.455352,-0.6986721,-0.5603647
0.2793053,-0.16715229,-0.9468479
-0.51698035,0.823594,-0.18833248
0.21403652,-0.500113,0.84650683
0.7682141,-0.07739135,0.66595536
0.6939104,-0.34098586,0.6604913
-0.29945576,0.49664313,0.81284386
0.86416006,-0.513326,-0.15151656
0.9106147,-0.4448335,0.1052252
-0.78376794,0.13686356,0.5804778
-0.7722372,0.61007744,0.032430086
-0.20351526,-0.8507486,0.47127825
0.47736025,-0.73655945,-0.49031487
0.36865255,-0.86276144,-0.35459703
0.78427225,-0.0040667476,-0.64372075
0.84745306,0.10054266,-0.552927
0.6769119,-0.6866701,-0.3036674
-0.27454752,0.3062194,-0.90133715
-0.22427352,-0.9628756,-0.057877377
0.8858908,0.15347417,-0.4780187
0.7775525,-0.037580602,-0.6502582
0.33355445,0.9539657,0.039295495
0.4271823,0.06852139,0.91669726
0.40656713,0.92147243,0.11010711
-0.97320586,-0.07815872,0.039898723
0.9153805,0.08955298,0.44705203
0.9336001,0.41393834,0.05382058
0.84616524,0.38295856,0.42689103
0.85381615,-0.11815994,-0.5382048
-0.95098734,0.04568801,0.22815059
-0.6481325,0.74550587,0.020069495
-0.66600424,0.13202569,0.7179947
0.53940004,-0.8517502,0.028262474
0.6885023,0.118891075,0.74170285
-0.67622495,-0.33304912,0.63503957
-0.8797541,0.4331885,0.041203637
-0.92600065,0.18135731,0.26596788
-0.8890177,0.3275741,-0.24863984
-0.78455406,-0.5166243,-0.27318203
-0.8150891,-0.4583161,-0.28567702
0.38234463,0.88505805,0.3120677
0.6892088,-0.27956524,-0.68508726
0.6637643,-0.7622735,-0.037544835
0.7073703,-0.7144105,0.12698023
-0.7358608,-0.49086902,-0.41923544
0.3239485,-0.93641317,-0.15270157
-0.9572259,-0.17677239,0.08735561
-0.90240777,0.21097353,-0.3138233
-0.71777284,-0.51746154,0.4281145
-0.74490464,-0.6167238,0.16320075
-0.81398547,-0.25201094,0.48836714
-0.81308067,-0.33120182,0.43902588
-0.8168255,-0.4881265,0.23409903
0.112951376,-0.54596925,0.83460855
-0.6790015,0.7058413,0.1273223
0.4561924,0.096792266,0.9008044
0.86209583,0.025311531,-0.53882647
-0.7202751,0.13762404,0.6601813
-0.93508166,0.08929376,-0.26995638
0.20798622,-0.95795494,-0.19584838
-0.74620605,-0.16700287,0.6203367
0.47523576,0.043618694,0.8952972
-0.18485798,-0.4272559,-0.87356216
0.31408572,-0.45087293,-0.8371034
-0.03568465,0.9770511,-0.21921699
-0.3609243,0.924528,-0.0707043
0.45193335,-0.61923975,-0.64924145
0.47147983,-0.32307455,-0.8272345
0.18343689,0.42594957,-0.887939
0.17598593,0.26990452,-0.9473907
0.9916033,-0.20583907,0.13583349
0.593409,-0.8019412,-0.15254019
-0.7786876,-0.060817037,0.59890497
0.64247495,-0.7260645,0.29211947
-0.88650787,0.41978619,-0.016582709
-0.80930585,0.5461074,-0.11353243
-0.25368837,0.40961388,0.8756826
-0.81515396,-0.3329736,-0.4248495
-0.73773074,-0.09053776,-0.6380091
0.7000624,-0.47043273,0.5665907
0.9731306,0.01971382,-0.30637076
-0.78367907,-0.5595325,0.18307577
-0.79263204,-0.53623664,0.21206096
-0.80214095,-0.4691004,-0.30476704
-0.82118565,-0.39553386,-0.35339478
0.4379638,0.7264568,-0.5486498
0.7164497,0.2429654,0.68392295
