umap_x,umap_y,umap_z
0.8400655,2.5909524,7.094725
-1.691942,7.5277905,4.899318
1.403315,8.635942,8.083821
0.33488232,4.2377663,7.510211
2.1471362,2.6647666,8.461402
13.092085,4.5377083,4.2473164
12.502321,4.45232,3.7192717
10.240208,-0.30649093,4.719786
-1.1568662,5.54532,0.03127996
-1.1369114,5.5169754,0.018716913
-1.9060619,5.5494485,2.3974876
-1.0074619,7.036325,6.492299
9.833303,11.159431,5.8921194
9.927079,10.837374,5.8101034
6.9820175,8.043185,8.01222
6.757522,7.9783497,8.090705
-1.9974246,6.147912,2.504377
-1.640644,4.9235153,2.2500484
-1.5506628,4.901654,1.7302178
10.484149,9.053364,5.78949
-1.6634316,5.129682,4.1581573
11.411163,0.67162997,4.653469
-1.1442058,7.7772684,6.339289
-1.5774255,7.003661,0.91340005
-1.9412967,6.172653,1.8276278
11.78477,7.314097,5.1751986
2.0818853,2.5850294,8.38125
9.164826,8.753383,7.053012
-1.9648408,6.6419334,3.0253959
-1.5808924,8.096544,5.2405543
12.085692,1.5118343,7.7921085
1.9749339,5.1190176,8.857127
13.34533,3.805894,4.6804414
-1.5837088,7.0509768,0.9526209
-1.398655,7.431915,1.0152876
10.507901,10.112383,5.259276
10.332114,8.046253,6.699794
11.133944,1.2862737,3.7127345
11.9294195,1.2155936,7.3983884
11.633997,0.80361533,7.58445
11.09419,1.7103523,3.4467177
-0.08633623,5.3314457,7.3584433
12.654416,5.1353655,4.09427
-0.6904884,5.9777074,6.76534
-0.647011,4.9563866,6.758737
11.667433,6.9808626,5.9060116
9.513766,9.547524,6.5413637
10.989778,8.602615,5.5553813
10.347041,8.044228,6.6880617
10.753273,9.11304,5.36987
2.982266,8.590361,8.435575
0.9169643,1.010604,5.4094095
11.585094,1.0072509,8.249544
11.400102,0.6118478,7.727437
-0.13484962,1.7686021,4.441541
-1.6562088,7.839029,5.026088
-1.6535742,7.781288,5.0375648
12.563329,4.727924,3.7983677
-0.06680227,2.129035,5.4651084
9.681304,9.387825,6.463615
-0.088441186,2.0744302,5.409099
2.8916695,7.767252,8.698947
-0.08017462,2.0040174,5.304918
0.46611705,2.329197,6.4202094
13.172459,3.4924698,4.6477585
10.942104,8.568972,5.6388364
12.11845,6.4884853,5.494365
-1.6944401,6.0200233,4.534521
11.158627,8.6231985,4.908039
11.612235,7.6124487,4.6005845
-1.6867232,5.981066,4.5332146
-1.721055,5.100783,2.372876
-1.7822698,6.592359,4.469074
2.0656743,3.6163042,8.863735
1.8029698,3.3691168,8.552772
9.739553,-0.85504687,5.09632
10.462329,10.131072,5.309543
11.672117,7.0593715,3.9537969
9.396441,8.650338,6.9785852
11.65717,1.1326982,4.5626287
-1.7229774,6.0622535,4.4592066
11.56848,4.9276395,3.1691573
11.716847,7.0196447,5.795143
13.01983,3.5010633,4.4043636
-1.4429594,5.6492963,0.34292474
11.676123,7.55029,5.20131
10.794115,8.578998,5.822034
11.327403,8.291812,4.3964915
-1.6040083,8.286808,5.0323358
-1.5653789,8.320723,5.12652
11.090202,1.2211218,3.7203712
10.858579,1.3791488,3.435945
2.1278167,3.4605062,8.875199
13.431848,4.158924,5.292158
13.38927,4.18003,5.3557534
12.727869,4.476135,3.913367
11.087722,1.795065,3.3998108
2.9741833,5.2427325,9.245866
-1.8876288,6.2499685,1.6960614
-0.18641327,4.651086,7.1424804
12.024821,1.399028,7.826478
3.2955232,6.5458922,8.991762
11.02917,1.7052395,3.3909488
12.985701,3.7599182,4.287452
-1.5361636,8.928557,3.896415
11.254792,0.40193,5.0906878
2.7272978,4.2129374,9.232196
0.88872313,6.061625,8.121594
11.29857,0.49111158,4.854155
1.1531351,5.535486,8.310288
-1.425768,5.1343713,0.59131974
1.3173692,1.355515,6.4755363
-0.51160747,4.4291945,6.654465
11.358836,0.66716945,4.5162845
-1.7600012,5.776609,4.1380744
2.239425,8.868294,8.241979
-0.41207376,9.747634,6.282976
11.654482,4.5353246,3.1745303
-1.8443567,7.155834,3.9497488
-1.8564696,7.111664,3.8819482
-0.57126164,4.808165,6.781962
2.2107048,6.4895377,8.931342
11.062309,2.4010036,3.136066
-1.6494026,7.8324976,5.05577
11.208488,8.566436,4.6738315
0.20034845,5.4092445,7.5977626
0.258801,2.192532,6.023885
0.85746944,2.5711985,7.117841
-1.8601938,6.1608167,1.597644
-0.0055865073,2.0881944,5.564466
2.3519452,5.417738,9.071934
10.684997,1.6893355,3.1958055
