pca_x,pca_y,pca_z
0.501879,-0.5125713,0.7238535
0.68405795,0.18139134,-0.73223937
-0.75164855,0.6102665,0.15206271
0.5175646,-0.8100989,0.317041
0.818842,-0.559683,0.2591851
-0.7475076,0.35064796,-0.5094958
0.9873114,-0.29427183,0.059604116
0.07983138,-0.57969,-0.79525113
-0.022088671,-0.98625416,0.05311307
0.49571228,0.8991939,-0.007532329
-0.833515,-0.48107886,-0.022175154
-0.9142043,-0.29940274,0.012926036
-0.77736515,-0.5514591,-0.13575768
-0.6966869,-0.6397666,0.207845
0.9816376,-0.28474343,0.14790146
0.6930325,0.66362894,0.38855642
-0.3483626,-0.9054263,-0.09883946
0.995185,0.1529918,-0.235629
0.08036211,-0.33454674,-0.9269382
-0.951933,0.03089495,0.16168196
-0.9423614,-0.02252534,0.21281339
-0.17626238,-0.3992639,-0.87639225
0.2900742,0.879958,-0.4147628
-0.14528313,0.68203,0.72933584
-0.8314015,-0.3454786,0.35655087
-0.9008857,-0.022169989,0.35746938
0.8256357,-0.54412067,-0.2518097
0.3668339,0.8399605,-0.4410689
0.93310684,0.25383472,0.3804286
0.82372683,-0.5635478,0.23355699
0.5962708,-0.13553305,-0.80508304
-0.15059318,-0.087825395,-0.96698713
0.31138226,0.8855924,-0.38919184
0.44819954,0.87030995,-0.29322854
0.58847797,-0.81825,0.09586333
0.6784339,-0.7538713,0.060628787
-0.44605044,0.70818704,-0.5200687
-0.2857118,0.817374,-0.4858283
-0.25721225,0.84633553,-0.4546243
0.37823156,0.93863875,-0.14072523
-0.08829857,1.0033109,0.0057744584
-0.33128324,0.7889888,-0.49928322
0.35575646,0.91927975,-0.26023102
-0.68901,0.4518894,-0.5183535
0.6008908,0.80247617,-0.22426379
0.44220877,0.9086042,-0.16226996
-0.1625412,0.9902779,-0.030752504
-0.021459585,1.0050269,-0.083474316
-0.3813348,0.78223294,-0.47015592
-0.21944141,0.93860406,-0.26227343
-0.88691884,-0.27922398,0.26190138
-0.7284779,-0.629718,0.076347515
0.050965335,0.3289062,0.9584364
-0.07844589,1.0041546,0.036958437
-0.6991542,0.12295872,-0.6578313
0.5092035,-0.54056734,0.6974496
-0.4087242,0.8559442,-0.28656018
-0.433353,0.81600463,-0.35229188
-0.47157383,0.79558855,-0.34544724
1.0085557,-0.19718966,-0.096562535
0.88693,-0.51463443,0.020775884
0.5118857,0.8771588,-0.1440586
0.31984693,0.890509,-0.3721212
-0.67994565,-0.64950943,-0.21428223
-0.57042956,0.7148277,0.3799902
-0.91171646,-0.119665265,0.30029997
-0.81481797,0.10785498,0.5262766
-0.05427044,0.9105991,-0.41707942
-0.051848844,0.8448522,-0.5346946
0.78074414,0.32376614,0.6004218
0.693691,-0.33900386,0.67771316
0.5787362,-0.5092246,0.6699811
0.53694814,-0.7851946,-0.32915756
0.8104675,-0.6026527,-0.14464825
0.2579283,0.5898302,-0.77447236
0.31600094,0.242683,-0.92137504
0.53583354,0.5970172,-0.6277755
-0.5762425,0.7646152,-0.2282953
0.53709143,-0.47054264,0.72959787
0.558732,-0.82418233,0.18182921
-0.67810893,0.64656895,-0.28243536
-0.8280196,0.36922202,-0.34262413
0.92284626,-0.11573028,-0.43463865
0.50422555,-0.6718791,-0.5505148
0.5560639,0.45979762,-0.7166595
0.63861126,0.71427447,0.38836357
1.0145762,0.14391397,-0.14916074
0.88039905,-0.18540417,-0.48858517
0.9620518,-0.34630638,0.13422476
0.14865689,-0.7312378,-0.6501374
0.6310384,0.7589338,0.3055677
-0.79805,0.2759777,-0.47295147
0.57353425,-0.5864776,0.6056312
0.7280382,-0.53342223,0.48478106
0.12005144,-0.086354226,1.0020986
0.48682025,-0.025425863,0.9024329
0.99629563,0.19089402,-0.20455916
1.0198401,-0.043055587,0.18309306
0.28235358,0.20687951,-0.93891084
0.50178194,0.14307751,0.8855821
0.3458585,0.22004461,-0.9172778
0.5637061,-0.17377236,0.8396735
0.8840665,0.2538034,-0.4613083
0.7961575,0.28934616,0.59800476
0.91347367,-0.42071727,0.2205837
0.7306387,0.2787722,-0.65769863
0.23211221,0.52212864,0.8473759
0.7724455,-0.4783907,-0.45711023
0.76508117,-0.22212614,-0.63347566
0.89424706,-0.25861645,-0.42695555
-0.7059105,0.23271452,0.6427899
-0.28307492,0.10339834,0.9534912
-0.49628627,-0.11549163,0.84720105
0.8028775,-0.38599527,-0.49433753
-0.6157625,0.70637286,0.31265318
0.07203962,-0.9546347,-0.24659914
-0.63240737,-0.7268477,-0.079914495
0.91566145,-0.45347348,0.11515585
0.32482937,-0.05960501,-0.94448656
0.5941293,-0.782214,-0.23356009
0.39103347,0.6083077,-0.70904
-0.7743319,-0.25011814,0.534348
-0.6315743,-0.7325742,-0.01759831
0.66815126,-0.6772239,-0.3460092
0.24626184,0.7573249,-0.62137425
0.658913,-0.74985725,-0.17219672
-0.6051319,-0.09171207,-0.74982166
-0.9128055,0.040554937,0.3237915
-0.8977361,-0.06854503,0.35841236
0.427474,-0.35378045,-0.8345248
-0.95221275,0.036363862,0.15901834
0.7255842,-0.66356575,0.27451497
0.38202664,0.34378687,0.88779515
0.24222657,-0.7830447,-0.56138134
0.7301212,-0.527495,-0.46771896
0.90735257,-0.355113,-0.31708983
0.63386,0.74817777,0.32620153
-0.7335494,0.6236013,-0.16881208
0.61195606,0.78956795,0.26080176
0.21317196,-0.62546444,-0.74027675
0.33302316,-0.8131607,-0.4718464
0.5090899,0.8759188,0.17965049
-0.8724321,-0.3631779,0.19477904
0.9011612,0.30693102,0.41611022
-0.7343815,0.6382952,0.12270189
0.7710743,0.18315476,-0.6458122
0.33410546,0.17496699,0.95086515
-0.5312541,-0.7507395,-0.3016781
0.9904909,-0.20442308,0.21816142
0.62246406,-0.09624744,-0.7927025
0.22579083,0.29609978,0.9500148
0.6572703,0.069543354,-0.77131355
-0.77409655,0.16526209,-0.5547728
-0.91981965,-0.0090569435,0.30247816
0.687454,-0.7358711,-0.12406167
0.24814153,-0.6748086,0.7065522
-0.13804539,0.1587077,0.98393726
0.43680844,0.62431794,-0.6705174
-0.05590464,0.9634909,0.3010413
1.0192775,0.1441193,-0.11681756
-0.90075916,-0.32170475,0.11545003
0.734111,-0.62222445,0.34507054
0.5951931,-0.81799823,0.026616817
0.22830932,0.764334,0.63953316
0.77354354,-0.59980416,0.29905045
0.9150283,-0.46607506,-0.00451576
-0.2561927,-0.001550062,0.9665521
0.027126385,0.12955861,1.0033045
-0.4390449,0.3774495,-0.7894865
0.13652605,0.23351112,-0.95941216
-0.85331774,0.17245393,-0.4167548
0.9786621,0.03913531,-0.3231974
0.70928043,-0.17438346,-0.7056887
-0.8101584,-0.5199664,0.047207102
0.07633037,-0.9528374,-0.2526451
0.24818076,0.9815716,-0.10519105
-0.23715031,0.82394886,-0.50391483
-0.3779548,-0.159577,-0.8835975
1.0339245,-0.04142084,0.05621555
0.50176054,-0.4421474,-0.74984235
0.58934057,-0.265007,-0.77572006
-0.85773075,-0.37514213,-0.21634294
0.64232355,0.3231612,-0.72134936
0.7618854,-0.6289532,-0.24242654
0.7388168,-0.67763674,-0.16895598
-0.33711076,-0.84026897,-0.3579279
0.6229449,0.73881596,0.36588112
0.68130845,-0.29420516,-0.69019514
0.6858624,-0.2797216,-0.69214803
1.0045788,0.2484688,0.08921862
0.96458447,0.24343899,-0.2801722
0.6318967,-0.78084654,0.14499624
0.50182253,-0.20791318,-0.8471487
0.9540605,0.3900692,0.12963742
-0.7155335,-0.6355964,0.13850886
1.0245681,0.00041545814,0.16311386
0.93278426,-0.41634846,-0.1066161
-0.94918245,0.14026503,0.120080754
0.64162713,0.3634705,-0.7034061
0.3377743,-0.5788807,-0.7386434
0.073322624,0.3431023,0.9529478
0.71686155,0.7037855,0.24940795
0.40195885,-0.83326983,-0.38119915
-0.9481744,0.12367355,-0.12388457
-0.66407996,0.7128701,-0.11975469
-0.10262637,0.28855285,0.96102554
-0.07275293,0.32371852,0.95398444
-0.23244408,0.20895885,0.953045
0.6234183,-0.25440446,0.7751448
0.988136,-0.22958662,0.2005918
-0.1746702,0.36239862,0.9225656
-0.60829103,-0.7481328,-0.07883599
0.9914712,0.2827581,0.12859073
-0.34784248,0.8480545,-0.37940055
-0.62068003,0.48939714,-0.5723263
0.23837365,0.45373246,0.88404804
-0.7671101,0.60384154,-0.045497533
0.4954525,-0.6287941,0.6266164
0.98515916,0.11160339,-0.28907934
0.94721305,0.3148729,-0.26903826
0.60962385,-0.7102745,-0.37814173
0.4901077,0.5139819,-0.72530574
0.74466914,-0.34996545,0.616943
0.12840365,-0.44450313,0.89578617
0.7770095,-0.6119249,0.26187834
0.8977732,0.49683043,0.15887997
0.55752915,-0.7732888,-0.32588908
0.7296369,0.47020602,0.5659088
0.7453642,0.32161573,0.64355534
0.009326983,0.017736305,1.0099987
0.6251706,0.34743777,-0.7245906
0.6352867,0.19418542,0.7899832
-0.94926304,0.1676456,0.074044384
0.8991932,-0.21221422,-0.44308534
0.83442503,-0.44299075,-0.38568312
-0.92860544,-0.01670533,0.2712921
-0.6700041,0.18439674,0.69670135
-0.62362754,0.7527656,0.13032076
0.5883362,-0.81691295,0.10876582
0.6187434,-0.8008399,0.049701996
0.5298126,-0.8250073,-0.22917747
-0.39618993,-0.87115777,0.19608828
-0.07791035,-0.94592154,0.27686512
-0.58227205,0.7007733,-0.36601505
0.3521807,0.29865566,-0.89381516
-0.9584151,0.012623766,-0.09171633
0.41231647,0.08234634,-0.91350883
-0.94841844,-0.12808746,0.11448618
0.095393576,0.015014676,-0.98786205
0.11724213,-0.8097563,-0.5549607
0.5400841,-0.10465662,-0.8456834
0.6162288,-0.48698577,-0.6343145
0.41492078,0.4584343,-0.79992336
-0.74331546,0.6043545,-0.19007492
0.64153904,-0.70291233,-0.3416246
0.72777545,-0.6699096,-0.23073317
0.50070065,-0.8739307,0.043070935
0.7702006,-0.6504043,-0.14407563
0.8613924,-0.524151,0.19149785
0.49313954,0.30303645,0.850705
-0.09932866,-0.08159075,-0.9760181
-0.4936971,-0.8027891,-0.22750318
0.74173564,-0.46520475,-0.51454777
0.24389142,-0.3120042,0.93370587
0.13793114,-0.15968752,0.99044055
0.1253735,-0.3538899,0.93712366
-0.6458628,0.12544619,-0.7117668
0.32200515,0.6175199,-0.7316966
-0.6374723,0.67732847,-0.30917844
-0.77387244,0.45618105,-0.37099212
-0.58887374,0.71418905,-0.32840887
-0.77849466,-0.46223253,-0.32420525
0.47951996,0.589965,0.6948914
-0.9094435,-0.27305177,0.16756675
0.06263269,0.6054732,0.81416214
0.046676774,0.3299875,0.9581296
-0.963021,-0.023371434,0.017640846
-0.7444062,-0.6107436,0.07114053
0.1200978,0.42895356,0.91504294
0.015875375,-0.87659675,0.4703172
-0.69117606,-0.628472,-0.23783697
-0.720074,-0.637066,-0.077156894
0.44808683,-0.6136517,-0.6530425
-0.8218111,0.32950202,-0.39233008
-0.5791589,0.29267988,0.7465005
0.7263557,0.2061753,0.7074206
-0.35710365,-0.89305377,0.1766844
-0.4818789,-0.8182187,0.2192531
-0.7897982,0.4950385,-0.27821636
0.18622729,0.013793219,0.99908817
-0.8937552,0.059932586,0.3744021
0.16597597,0.1840474,0.9867547
-0.49867216,0.43035832,0.7438598
0.058366057,0.36933556,0.9437662
-0.7567172,-0.5449736,0.25896242
-0.7382108,-0.53407085,0.331024
-0.76784736,-0.43368813,0.4045921
-0.8127994,-0.42700955,0.30529827
-0.63232225,-0.6443981,-0.34055662
0.738572,-0.23990843,-0.65585655
-0.6812173,0.076559275,0.7037864
-0.634338,-0.7281483,-0.050005652
-0.29647958,-0.9209173,0.15364408
0.98228025,0.216284,-0.24088956
-0.6272346,0.1583431,-0.7230788
0.6868196,0.77061623,0.018620452
0.32494542,0.9556802,-0.1462233
-0.4743277,0.14374503,-0.8390909
0.42639914,-0.42151573,0.82321614
0.34278864,-0.15703353,0.9473086
0.25595915,-0.14014761,0.9741769
-0.78632635,0.19761759,-0.52665216
-0.63001525,0.74966043,-0.09212202
0.58813286,-0.12502778,-0.81241846
-0.39585897,0.80803305,-0.41165835
0.9210247,0.4620533,-0.10804174
-0.9030423,-0.3292729,-0.03034415
-0.3518291,0.66571975,-0.63831437
0.021953983,0.4319219,0.9174249
-0.76815534,0.0833441,-0.5791413
-0.18085201,0.515602,0.84604114
-0.89716727,0.049439296,0.36684516
-0.25127316,0.9023304,-0.34034964
-0.4182099,0.7292726,-0.5165178
0.51070553,-0.7581198,-0.41770527
0.6095664,-0.7909397,0.17810625
0.6309016,-0.7801643,0.15316048
-0.6710528,0.6694907,0.26752606
0.31908086,0.4839218,0.8449684
-0.5597554,-0.787453,-0.072846115
-0.72362864,-0.61754704,-0.15452698
-0.6665267,0.3370847,-0.62183356
-0.43579522,0.63386965,-0.61351794
-0.7181931,0.086919025,-0.6414635
-0.42749354,0.048274815,-0.87474734
-0.7160725,-0.644608,0.07257224
-0.8035869,-0.5245034,-0.07678494
0.22323485,0.038025774,-0.9716286
-0.47784036,0.7089616,-0.48823172
-0.8013695,0.24504326,-0.4830649
-0.65147215,0.5559791,0.48999074
-0.8569495,-0.43814823,0.022975713
0.8772517,-0.13807456,-0.5098427
-0.58611584,0.6170016,-0.485029
-0.15976453,0.47322014,0.87525666
-0.6075499,0.10978941,-0.7483283
-0.69144034,0.6915083,0.096318774
0.627957,-0.1989564,-0.76799536
-0.6850477,0.2946648,-0.6214187
0.7330941,-0.30547395,0.65406764
0.689638,0.6505256,0.41583335
-0.75374126,0.53651965,0.32614058
0.6026206,-0.73645395,-0.33671242
-0.8980766,0.09387329,0.35677433
-0.929365,0.22330195,0.15991698
-0.10274677,0.63698465,0.777814
-0.9552984,0.013562098,0.13927425
0.5241939,0.8314577,-0.2880507
0.65043837,0.47838828,-0.6256698
0.53525674,-0.84853107,0.1203752
-0.7098335,-0.6298767,0.19016273
0.0595078,0.49638146,0.88444954
-0.6194579,-0.74336874,0.035884354
1.031676,-0.08281747,-0.012357697
1.0196532,-0.110531226,0.14577849
-0.36445665,-0.8815615,-0.1956838
-0.40666258,-0.8622746,-0.19188072
-0.7637976,-0.58866626,0.012805701
0.71961784,0.7115829,-0.19579287
-0.55007124,-0.54746723,-0.5761965
0.6445412,-0.085326016,-0.77752936
-0.20149532,0.7322032,-0.6403578
0.86113286,0.51306343,0.2707716
0.42194435,0.0167486,-0.91226834
0.018673616,0.27457225,0.97489685
0.8561941,0.27913594,0.5163871
-0.91556853,0.18701501,0.26118106
0.45739007,0.9128718,0.1082574
0.897978,-0.4678009,0.17844588
-0.4427004,0.61744446,-0.62433916
-0.36249566,0.88850945,-0.25627276
-0.94640243,0.10668505,0.16865863
-0.5759323,0.47029868,-0.6332422
0.7557222,0.47238013,-0.5089938
0.97172135,-0.0047821836,-0.3429445
1.0096501,0.12766077,-0.1874046
-0.950617,-0.063753754,0.1527759
-0.8519774,0.23999122,0.40848085
-0.91125387,-0.19211225,0.2568172
-0.76972246,-0.44885796,0.38274828
-0.0384407,-0.28616518,-0.9414675
-0.07017458,-0.42879185,-0.88131255
-0.093567684,0.27383545,0.9664724
-0.15545702,0.3217465,0.9413636
0.6294823,-0.7072276,0.37394884
-0.76925194,0.16399753,-0.5619965
-0.5229205,0.21505193,-0.7931187
-0.26055965,0.7863212,-0.54720294
-0.6056724,0.5505018,-0.53446853
-0.702973,-0.6506515,0.13466902
-0.22522451,-0.8677364,0.40936396
-0.95730275,0.024293024,0.12203485
1.0059584,-0.23318127,0.024210552
-0.80958,-0.52119374,0.042473607
0.26043004,-0.096162915,0.97903544
0.7652227,-0.66933244,0.08613967
0.06277432,0.070332125,1.008282
-0.5735212,0.60046834,-0.5194424
0.288884,-0.40878293,0.88211447
-0.7208239,0.1729125,-0.6224643
-0.9503183,0.13093714,0.120453686
0.90376884,0.2908591,-0.40112945
0.83146834,-0.59470814,-0.017361093
-0.6426356,-0.6240981,-0.35766777
-0.5762499,-0.68390065,-0.36598566
0.8772306,-0.36527547,-0.37853333
-0.9505756,0.0667343,0.16161449
0.17421505,0.58483255,0.8177591
-0.95863146,-0.01995969,0.10541591
0.8199107,-0.40535995,0.47145858
-0.94423884,-0.08566943,0.18086158
-0.4511905,-0.61680835,-0.5962443
-0.7274594,0.37750858,-0.52097446
-0.7548012,-0.36520147,0.4925155
0.9079641,0.40547445,0.3015704
-0.87127894,0.10470797,0.4195773
-0.8331963,-0.25988838,-0.40244475
-0.6940156,-0.67151797,-0.013236494
-0.85479546,0.014085637,0.46407887
0.73327684,-0.34687066,0.631792
-0.71242017,0.6705679,-0.05641736
-0.89618444,-0.2943417,0.20288868
0.6129712,-0.7080072,-0.37739077
-0.7244748,-0.62546724,0.13643524
-0.6346713,-0.68570024,0.2636833
-0.7172053,0.6649836,0.07826831
-0.3789976,-0.8604313,0.27091527
-0.69773144,-0.66677517,-0.029224051
-0.63053066,-0.6980171,0.23925763
0.9180922,0.3889159,-0.27213138
-0.7629744,-0.58974236,0.015907703
-0.721113,-0.63810015,0.07930087
0.71058977,-0.5916667,0.4370682
-0.7204539,0.24900946,-0.5984206
0.11742808,-0.44880182,0.8946359
0.59735626,-0.10713237,-0.8089408
-0.95821786,0.08234372,-0.06542343
-0.035546895,0.4707209,0.8955969
-0.73287654,0.6434088,-0.08176609
-0.72532696,0.64984137,-0.09858166
0.77558243,0.6021476,-0.31246883
0.56462526,0.83165675,-0.20791547
-0.588731,-0.7352972,0.23869069
-0.70156366,-0.6206717,0.24768098
0.45570967,0.034406815,-0.89713883
0.72059536,-0.5965228,-0.39283508
0.78537136,-0.46552226,-0.44981954
0.7102665,-0.6498576,-0.31969562
0.55600685,0.79940575,0.33989042
-0.33591914,0.837904,-0.41132593
0.34832838,0.2918071,0.9180698
-0.83987904,-0.26293057,0.40675002
-0.6031499,-0.7391686,0.17800061
-0.94105893,0.10984168,-0.17645957
0.53381205,-0.80446196,0.30595848
-0.6971033,0.67718154,-0.12525871
0.45018113,-0.7223391,0.5496317
0.37834272,0.14537385,0.9404519
0.47192323,-0.03443716,0.9093894
0.52814794,0.72599214,-0.48670793
0.6083501,-0.7428751,-0.3125906
0.59805346,0.5388623,0.64755785
0.7823005,-0.29081374,0.6040228
-0.9492132,0.00856814,0.17963031
0.3906537,-0.70195794,-0.59458643
0.29398635,0.5026273,-0.821509
0.83078796,0.61499465,0.07533232
-0.7282521,0.24725002,-0.5892931
0.77038544,-0.28072697,-0.6028251
0.64396983,-0.33446637,-0.7047199
0.594574,-0.19817679,-0.79247683
-0.49444288,0.8395807,-0.1682386
0.86242133,-0.14497966,-0.53114116
0.44215637,0.0379184,-0.9031834
-0.7794855,0.08740779,0.58360535
-0.87125415,0.1222606,0.41521826
-0.48270202,0.6147341,-0.5947826
0.67567825,-0.38310722,-0.6498055
0.7402021,-0.3452495,-0.60410786
0.9444556,0.4285894,-0.022468561
0.8194107,0.5712161,-0.26002574
0.53513205,-0.14262727,0.8633722
0.32661986,-0.3128506,0.91082466
-0.7131598,0.5748405,0.35743794
0.7256108,-0.34556457,-0.62025267
0.97864777,-0.20455508,-0.24568717
-0.3557825,0.13480644,0.9219386
0.3766509,0.9076813,0.29390255
-0.099634714,0.34117228,0.94450206
-0.72898406,-0.44631264,0.46316168
0.55292994,-0.5846346,0.6253882
0.3652846,-0.67546886,0.6587692
0.5329043,-0.5571242,0.6665401
0.34038055,0.42357594,-0.84836376
-0.7232684,-0.5494096,0.3401931
-0.8247259,-0.1757978,-0.46247315
-0.7817275,-0.2805132,0.5060531
0.6055544,0.8283302,-0.080088824
-0.74387425,-0.011668093,0.63546103
-0.95066184,0.019697428,0.17075782
-0.80029637,-0.47501212,0.26274258
-0.8531816,-0.42132854,-0.1369454
-0.24833053,-0.66445774,-0.6697203
-0.35651657,-0.7026849,-0.56938094
0.56155735,0.05703029,0.86012584
0.15892166,0.28846294,-0.94253546
0.6689573,-0.051808525,-0.76153195
0.62173754,-0.10388982,-0.7921742
-0.34366074,-0.6165354,-0.6690491
0.24374646,0.3349145,0.93350476
-0.77058405,-0.57223004,0.10282868
-0.86014664,-0.42518428,-0.06653352
-0.06434211,-0.8365762,0.53121984
-0.3192545,-0.9083098,0.17827256
-0.3673252,-0.81652904,0.40030187
-0.49399248,-0.8205973,0.17461799
-0.39311543,-0.83310175,0.33107254
-0.10112687,0.56922865,0.828686
-0.9463685,0.0021878467,0.19523609
0.3360967,-0.798301,-0.49458107
0.77695644,-0.25494602,-0.60664046
-0.7126405,0.21025956,0.6423243
-0.90258193,-0.32357597,-0.06942647
-0.19899662,0.03424199,0.98202056
-0.28923154,-0.93409216,-0.013329931
0.43009752,0.90960556,0.20453984
0.10075046,-0.37140426,-0.911312
0.6537144,-0.033042416,0.7958288
-0.7952965,0.49950343,-0.25387627
-0.7119673,0.6060761,-0.2829384
0.5572894,-0.21516997,-0.81267047
0.5453618,-0.26545167,-0.8047348
0.7313271,0.70548433,-0.17637075
0.8032644,0.5608149,-0.3208117
0.8565988,-0.34967667,0.45426592
0.73987746,-0.6834768,-0.13992482
0.90528184,0.34964985,-0.3506816
0.3780494,0.52782017,-0.77464217
-0.93636686,0.03767585,0.24082516
-0.89138347,0.16219532,0.35166758
-0.4763054,0.839491,-0.2154036
-0.24706644,0.6432537,0.7315517
-0.29474783,0.6301379,0.72255737
0.49644202,0.25867233,0.8630531
0.9698447,-0.32188398,0.14346507
-0.2768127,-0.8897698,0.31091702
-0.4137958,-0.8690766,0.1607615
-0.35800794,-0.5670268,-0.7039107
-0.20951223,-0.62066436,-0.72472876
0.4230272,0.14017075,0.9235306
0.60282844,0.54866636,0.6350113
0.42239857,0.6331125,0.6916348
-0.6762206,-0.69007814,0.03385233
0.85083085,0.27929398,0.52489287
-0.75949585,0.604762,-0.10881352
0.8986857,-0.48627934,0.10516597
0.04294226,0.17330343,0.99712485
0.26675656,0.20075378,0.9648263
-0.8445426,-0.45062745,0.114321366
0.40277115,0.5593432,-0.741408
-0.56534386,-0.7143966,-0.3236473
0.46127263,-0.082355216,0.9107801
