tsne_x,tsne_y,tsne_z
1.1750097,-10.683246,-0.3874059
-2.9915223,-0.7078643,8.442531
-7.834859,10.172466,-1.1961653
9.103338,3.7784758,-4.737537
6.742081,7.7219167,0.41957802
0.08358434,-10.884311,0.24712025
7.355817,-7.2254524,0.269699
-11.000739,1.7766699,-3.9811718
-10.961647,2.2493715,-4.0521574
-3.2721727,-1.00864,8.251178
-11.912057,3.5405724,-2.6143878
7.1854124,5.7984824,-5.890155
3.264454,-1.6603419,-8.55545
5.8784957,8.079329,1.9754301
-11.495523,-3.969188,1.8007431
9.630338,2.176899,-5.2058496
-12.285498,-0.059322737,0.7443475
7.2191286,-1.2645795,-7.8862762
4.869818,-1.190729,-8.710574
-5.9160748,-3.0002637,-6.327474
-4.437453,-3.481116,-6.6064315
-9.954165,-6.6222725,-3.169364
0.6713008,2.5994203,-8.349009
-6.9416494,-5.5796924,-4.6022043
0.5107569,3.6706061,-7.9503684
-0.040889077,-0.37118435,8.9716215
9.684222,-1.3180888,5.2380476
6.541449,6.1029553,4.5024867
-2.8590376,-2.7644975,7.765399
10.478897,2.6575613,0.98491275
-9.767455,8.064533,-0.019325035
8.072581,5.6931787,3.7304864
7.694429,4.7484307,-6.5523243
-1.2063831,4.8684673,9.053059
-2.0542047,4.351987,9.296668
-10.046278,7.1179214,-2.4276352
-1.7338904,-10.519812,4.086914
-1.1366336,-10.725384,-0.8986457
1.7478641,-3.4636512,-7.895229
1.9157331,-2.1517637,-8.266658
-11.703946,5.294066,0.40961033
-11.962914,4.754905,0.30013838
-11.721899,5.367403,0.1599665
-11.169468,1.5158721,2.6042223
-3.9722016,-3.5922918,-6.6906047
9.712279,-3.629253,3.5136735
3.5759277,3.9997237,-8.116678
0.043100722,-4.7890186,7.631121
4.068058,6.9234247,-5.564646
-7.4981885,8.96457,-4.411643
-1.3578002,10.004457,2.8591356
-2.0201046,3.0411344,9.675863
-1.3469853,-10.287741,4.378295
-10.552635,-5.192414,-3.7072804
-9.5720215,-4.2642293,3.170231
-9.035257,8.033869,-3.2614284
9.9604,3.0376625,4.521375
10.284397,-1.5833338,0.009919883
-11.207785,-6.2742186,-2.2984972
9.938596,4.247285,2.0197973
6.708942,-5.062973,-4.8691998
10.517499,-1.2393539,3.6124
-1.8935454,-10.718435,3.4497955
5.0710297,-2.0644956,-8.423534
-5.928113,10.862117,1.1425409
-10.403974,4.004953,-4.434998
3.8002076,-9.43933,1.9128737
6.8955164,6.6672134,-4.3412733
9.692094,4.9125447,1.0081706
-7.978327,-4.2917156,-5.044092
-6.059455,-3.193335,-6.1957836
7.763401,-6.372381,2.461054
-8.434875,9.304369,-2.4435272
3.232132,-7.0952287,-5.406477
-8.518737,8.9484415,-2.9226072
8.518971,6.4002156,1.1347134
-9.2873125,8.069496,1.8824576
-11.451041,-5.4347816,-2.769286
-8.226681,9.845755,-0.10062532
-11.284072,1.7695996,2.376789
9.958823,-1.6891419,-1.298371
-10.144014,6.62389,-2.9480326
4.4350386,4.982965,-7.5541553
-12.346626,-1.543456,-2.2803183
-10.272414,4.5919223,2.867063
8.658746,-5.1752305,-0.25156403
-3.460335,4.26855,8.974986
-10.761013,-0.5153098,-4.105355
-3.8773592,-1.7007134,7.7641044
-11.599168,-5.93612,-0.3237999
-7.901107,-7.3646617,-0.4424142
-2.0581372,-10.799811,2.3899028
-9.063125,-4.662489,3.1661575
-11.183928,-6.4160247,-1.9842442
-12.14913,-3.3631914,1.4250103
7.7737617,2.2292302,6.8844686
-13.104275,-2.3728325,-0.31037876
-10.0695305,-6.509091,-3.2056804
-4.1185346,-0.90455854,7.924505
-7.1246448,10.15252,1.6747596
3.6482542,-0.0776967,-8.810966
9.733469,1.7553709,5.582049
-7.8247685,8.746493,-4.3374124
1.171623,-4.231341,7.8511643
-4.198212,5.0318255,8.269544
-3.9442916,5.971577,7.9148645
2.3402252,0.6542215,-8.612585
0.86347425,3.6370199,-7.993555
-9.904061,-3.1105866,-4.58041
-9.996037,-6.7607245,0.23917852
8.129174,-5.944486,-0.642632
6.55436,-8.087975,-2.912579
6.6728787,-7.8140554,-3.0963304
5.347147,-8.716447,-3.5377393
3.0085845,-0.60966206,8.571554
1.2690697,-6.3711557,6.475662
5.07667,-0.8973477,-8.740692
-11.816082,4.4659333,0.89725643
-10.059047,-5.592435,1.7092037
-6.4302382,10.533907,-3.1169305
9.055245,5.8398204,1.1425054
-9.224239,3.7982652,4.262737
5.8926444,-9.109059,-1.7242424
10.232115,0.7451856,-3.1282487
6.32212,-7.8353124,2.0617273
2.5883384,9.045638,-0.749191
3.5481033,8.83551,-0.62744486
9.8989525,1.9879267,-4.274428
5.0880075,6.864119,4.4657664
-11.912198,4.8933487,0.29389024
6.3450685,-7.087088,3.7801638
3.6296885,-6.713501,-5.5720015
1.7567872,-1.9876366,-8.269087
-5.6311007,11.273295,-1.3214722
1.8484455,-5.0663333,7.3533974
8.816304,-2.3706028,5.945108
8.176111,-4.309062,5.3269353
-2.1549323,4.473549,9.233629
8.213357,-4.98149,-2.068168
8.9070425,-4.86018,0.06126213
-6.879254,0.7331243,6.7412405
-9.515148,8.073819,1.4010227
-1.3975568,-10.298132,4.3785954
4.0867004,-7.0186887,-5.207418
3.7314734,-8.980824,-3.9980223
7.737613,-0.6611117,-7.761333
9.047681,0.4096546,-6.8552094
6.649003,-7.087377,-3.674027
-0.55715674,2.980541,-8.15676
-1.99117,-10.565,-0.58853817
9.613668,0.95009613,-5.810036
7.502659,-1.0360037,-7.7920737
3.8269894,8.850183,0.8217726
4.022244,0.6248923,8.422168
4.696408,8.597028,1.3514478
-11.9616785,-0.079756856,1.7017403
10.397525,-0.18775395,4.4106827
10.150122,3.7891614,0.7625991
9.6931095,3.548994,4.457626
8.199496,-2.1901398,-6.4150047
-10.94818,1.6768701,2.8799863
-7.4514728,10.055146,1.4498581
-6.0200734,1.035765,7.3668985
6.063198,-8.974789,-0.57596844
6.782248,0.8057709,7.5806427
-5.797474,-2.5563734,6.336666
-10.842922,6.0067472,1.4662442
-10.739654,2.55518,2.957296
-11.371965,5.243646,-2.272917
-8.052359,-7.015144,-3.1833665
-9.206665,-6.67965,-3.4882095
4.946394,8.009791,2.9185424
5.992947,-2.903587,-7.565255
6.9992642,-7.8756876,-0.95773274
7.3452187,-7.2225895,0.36373284
-7.2515798,-5.684023,-4.480482
3.4203696,-10.041266,-1.9770757
-11.586143,-0.96459484,2.4818537
-11.651738,3.156538,-3.1262724
-6.956152,-3.6131902,5.1254067
-7.760115,-5.017819,3.6476052
-7.403964,-1.9524926,5.569411
-7.492913,-2.4943118,5.30081
-8.239531,-4.349437,3.9174829
1.1034594,-5.404628,7.2200294
-7.6285796,9.457267,2.180664
4.293137,0.80281734,8.334685
8.947269,-0.4233415,-6.73583
-6.393366,0.8971228,7.103949
-12.019159,1.9493973,-2.5081868
2.3958368,-10.042404,-2.0561852
-6.54792,-1.160554,6.424519
4.28577,0.5194192,8.373372
-3.1647623,-3.7493594,-6.81355
1.6082107,-4.1897917,-7.4924498
-0.22106013,10.224555,0.0078038014
-3.2930102,11.164512,0.63190854
3.2820833,-5.994161,-6.225659
3.1811864,-3.3535428,-8.019369
1.7544605,3.7791812,-7.9912586
1.6008003,2.371457,-8.3863125
10.17198,-2.2791812,0.42784256
6.419202,-8.437231,-2.4101827
-6.831802,-0.4689984,6.46719
6.743223,-7.539301,1.8655342
-11.141181,5.964453,0.9533431
-10.00595,7.7343044,-0.37586218
-1.8574951,3.2349539,9.669591
-9.271834,-3.8545935,-4.7312384
-6.475073,-2.5533237,-6.276414
7.714361,-5.5272403,4.5844407
10.076272,-0.07879402,-3.8479671
-7.9703474,-4.8171835,3.7087035
-8.024489,-4.63813,3.8258522
-8.756799,-6.59904,-3.7205818
-9.381326,-5.279658,-4.2877417
4.546857,7.0455995,-5.3012094
7.337868,1.827573,7.203843
6.0385256,1.7133365,7.647239
-12.051516,-1.3209194,1.8678398
10.494499,2.8930917,2.215314
4.5368547,-7.9312468,3.912216
-2.7465463,11.018938,0.86791456
2.6403723,7.816014,-3.9702706
8.932122,4.9611454,3.6460807
9.720148,3.4508162,4.525028
-12.403495,-1.9959528,-2.310704
2.4313984,6.1201863,-6.5315423
-8.01862,-7.3703356,-0.45200565
9.533525,-2.3506532,-2.2177334
5.8286843,-8.886818,-2.678901
-8.096356,9.70268,-2.3049035
2.6720138,-6.9256344,-5.625943
-9.829798,7.038752,-3.0399215
3.103926,-5.954334,-6.2956147
1.0266488,-4.8138494,-7.0114694
-12.629055,-1.335653,0.76419395
-7.5608277,-0.8351944,5.8353252
-1.0218847,-10.54754,-1.3080037
-6.6974473,10.757683,0.6511782
-8.151236,9.66225,0.99594367
-2.6801815,-9.982809,-1.0400604
8.136776,-5.117082,-2.0787764
-11.325877,6.0215054,0.32131162
5.6776433,6.979902,-4.9504924
2.669721,5.9825754,-6.7459936
-12.562881,2.8687394,-1.4444226
-7.5138564,-7.380783,-1.2338444
-12.418258,-2.5073645,-2.3270974
-13.145085,-2.498139,-0.74368477
-11.634368,-5.7913833,-0.01186822
4.8735127,8.299023,-1.7423325
9.261971,5.108224,2.556567
-3.1325607,10.946965,1.3345206
-1.8348674,10.549995,1.7748331
3.3057287,8.946594,0.17854352
-2.15995,-4.680156,7.185404
6.2773213,0.4658575,-8.637542
-10.707416,3.3791423,-4.2467237
10.904161,1.1744797,3.0354822
-9.308002,-5.940625,1.7673761
9.962964,2.87242,4.6566315
1.9553417,-9.374385,-3.230171
10.959605,0.8470458,2.7858238
9.720099,1.352418,5.6739902
-4.7627754,11.350173,-2.0536323
-12.652843,-4.53202,-0.2352526
